Sample in Buffer	Sample in Window	counter17	counter16	counter15	counter14	counter13	counter12	counter11	counter10	counter9	counter8	counter7	counter6	counter5	counter4	counter3	counter2	counter1	pufout	mux1_out	clockcounter_out
1024	1024	3304	3217	3229	3257	3248	3264	3251	3328	3211	3182	111	1184	3200	3072	3184	000	000	0	0	000	
1025	1025	3304	3217	3230	3257	3248	3264	3250	3327	3211	3183	111	1183	3200	3072	3183	000	000	0	0	000	
1026	1026	3304	3217	3229	3257	3248	3264	3250	3328	3211	3183	1075	1183	3200	3072	3184	000	000	0	0	000	
1027	1027	3304	3216	3229	3257	3248	3264	3250	3327	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1028	1028	3304	3216	3229	3257	3248	3264	3250	3072	3212	3181	47	1183	3200	3072	3183	000	000	0	0	000	
1029	1029	3304	3217	3229	3257	3248	3264	3250	3329	3212	3182	47	1183	3200	3072	3183	000	000	0	0	000	
1030	1030	3304	3216	3230	3257	3248	3264	3250	3328	3210	3182	47	1183	3200	3072	3183	000	000	0	0	000	
1031	1031	3304	3216	3229	3256	3248	3264	3250	3327	3211	3181	47	1183	3200	3072	3183	000	000	0	0	000	
1032	1032	3304	3217	3229	3257	3248	3264	3250	3072	3211	3182	47	1183	3200	3072	3183	000	000	0	0	000	
1033	1033	3304	3216	3229	3257	3248	3264	3250	3327	3211	3181	47	1183	3200	3072	3183	000	000	0	0	000	
1034	1034	3303	3216	3230	3256	3248	3264	3250	3327	3211	3181	47	1183	3200	3072	3183	000	000	0	0	000	
1035	1035	3304	3216	3228	3256	3263	3264	3251	3327	3210	3181	110	1183	3200	3072	3183	000	000	0	0	000	
1036	1036	3304	3216	3229	3257	3249	3264	3251	3327	3212	3181	110	1183	3200	3072	3183	000	000	0	0	000	
1037	1037	3304	3218	3229	3257	3248	3265	3251	3328	3215	3181	110	1183	3200	3072	3184	000	000	0	0	000	
1038	1038	3304	3217	3229	3257	3248	3265	3251	3328	3211	3182	111	1184	3200	3072	3184	000	000	0	0	000	
1039	1039	3304	3218	3229	3256	3248	3264	3251	3328	3212	3181	111	1183	3200	3072	3183	000	000	0	0	000	
1040	1040	3303	3217	3229	3256	3248	3264	3251	3328	3211	3182	48	1183	3200	3072	3183	000	000	0	0	000	
1041	1041	3303	3217	3229	3256	3248	3264	3250	3072	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1042	1042	3304	3217	3230	3256	3248	3264	3251	3072	3212	3181	47	1183	3200	3072	3185	000	000	0	0	000	
1043	1043	3304	3217	3229	3258	3248	3266	3251	3328	3211	3182	47	1184	3200	3072	3184	000	000	0	0	000	
1044	1044	3304	3217	3229	3257	3248	3265	3251	3328	3210	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1045	1045	3303	3216	3229	3257	3248	3264	3250	3328	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1046	1046	3304	3217	3229	3257	3248	3265	3251	3328	3211	3182	1063	1183	3200	3072	3184	000	000	0	0	000	
1047	1047	3304	3217	3229	3257	3248	3264	3251	3328	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1048	1048	3304	3216	3229	3256	3249	3265	3251	3328	3212	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1049	1049	3304	3217	3229	3257	3248	3265	3251	3328	3211	3183	111	1183	3200	3072	3184	000	000	0	0	000	
1050	1050	3303	3216	3230	3257	3248	3264	3251	3328	3213	3181	47	1182	3200	3072	3183	000	000	0	0	000	
1051	1051	3304	3217	3229	3256	3248	3265	3251	3328	3211	3183	47	1183	3200	3072	3184	000	000	0	0	000	
1052	1052	3304	3217	3229	3256	3248	3265	3251	3328	3215	3182	1071	1184	3200	3072	3185	000	000	0	0	000	
1053	1053	3304	3217	3230	3257	3248	3265	3251	3328	3212	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1054	1054	3304	3216	3229	3256	3249	3264	3251	3328	3211	3181	48	1183	3200	3072	3183	000	000	0	0	000	
1055	1055	3304	3217	3229	3256	3247	3264	3251	3327	3210	3181	47	1182	3200	3072	3183	000	000	0	0	000	
1056	1056	3304	3217	3228	3256	3248	3264	3251	3327	3211	3181	47	1182	3200	3072	3183	000	000	0	0	000	
1057	1057	3304	3216	3229	3256	3248	3265	3251	3327	3212	3181	47	1182	3200	3072	3184	000	000	0	0	000	
1058	1058	3304	3216	3229	3256	3248	3265	3250	3329	3211	3181	48	1184	3200	3072	3184	000	000	0	0	000	
1059	1059	3304	3216	3229	3257	3248	3265	3251	3328	3213	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1060	1060	3304	3216	3229	3257	3248	3264	3251	3327	3211	3181	110	1183	3200	3072	3185	000	000	0	0	000	
1061	1061	3304	3216	3229	3257	3248	3267	3251	3329	3211	3181	1075	1183	3200	3072	3184	000	000	0	0	000	
1062	1062	3304	3216	3229	3257	3248	3264	3251	3328	3212	3182	1072	1183	3200	3072	3184	000	000	0	0	000	
1063	1063	3304	3217	3229	3257	3248	3265	3251	3328	3211	3182	1072	1184	3200	3072	3184	000	000	0	0	000	
1064	1064	3303	3216	3229	3257	3248	3264	3251	3328	3212	3182	1072	1183	3200	3072	3185	000	000	0	0	000	
1065	1065	3303	3216	3229	3257	3248	3264	3251	3312	3211	3183	47	1183	3200	3072	3184	000	000	0	0	000	
1066	1066	3304	3216	3229	3257	3248	3265	3251	3328	3211	3183	1073	1183	3200	3072	3184	000	000	0	0	000	
1067	1067	3303	3216	3229	3258	3248	3264	3251	3327	3211	3181	46	1184	3200	3072	3183	000	000	0	0	000	
1068	1068	3303	3216	3230	3257	3248	3264	3250	3327	3211	3181	110	1183	3200	3072	3184	000	000	0	0	000	
1069	1069	3304	3217	3229	3257	3248	3264	3251	3328	3211	3183	1072	1184	3200	3072	3184	000	000	0	0	000	
1070	1070	3304	3219	3229	3257	3248	3264	3254	3328	3212	3181	1134	1183	3200	3072	3184	000	000	0	0	000	
1071	1071	3304	3217	3229	3257	3248	3265	3250	3329	3211	3181	1134	1183	3200	3072	3184	000	000	0	0	000	
1072	1072	3303	3216	3229	3257	3248	3264	3250	3328	3211	3181	110	1183	3200	3072	3183	000	000	0	0	000	
1073	1073	3303	3216	3229	3257	3248	3264	3250	3327	3211	3181	110	1183	3200	3072	3184	000	000	0	0	000	
1074	1074	3304	3217	3229	3257	3249	3264	3250	3328	3211	3182	1072	1183	3200	3072	3184	000	000	0	0	000	
1075	1075	3304	3216	3229	3258	3248	3265	3255	3329	3210	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1076	1076	3303	3216	3229	3256	3248	3264	3250	3327	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1077	1077	3304	3217	3229	3256	3248	3264	3250	3328	3211	3181	46	1183	3200	3072	3184	000	000	0	0	000	
1078	1078	3303	3216	3228	3256	3248	3264	3250	3327	3210	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1079	1079	3304	3217	3229	3258	3248	3265	3251	3328	3215	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1080	1080	3304	3217	3229	3256	3248	3267	3251	3328	3211	3182	46	1183	3200	3072	3184	000	000	0	0	000	
1081	1081	3304	3216	3229	3256	3248	3264	3250	3328	3211	3181	46	1171	3200	3072	3183	000	000	0	0	000	
1082	1082	3304	3217	3229	3256	3248	3265	3250	3328	3210	3181	46	1183	3200	3072	3185	000	000	0	0	000	
1083	1083	3304	3218	3229	3256	3248	3265	3251	3328	3210	3181	110	1183	3200	3072	3184	000	000	0	0	000	
1084	1084	3303	3216	3229	3256	3248	3264	3251	3328	3211	3181	110	1182	3200	3072	3183	000	000	0	0	000	
1085	1085	3304	3217	3231	3257	3249	3265	3251	3329	3211	3182	111	1183	3200	3072	3184	000	000	0	0	000	
1086	1086	3304	3217	3229	3256	3248	3266	3251	3328	3211	3181	110	1183	3200	3072	3184	000	000	0	0	000	
1087	1087	3304	3217	3229	3256	3249	3264	3250	3328	3211	3181	110	1183	3200	3072	3184	000	000	0	0	000	
1088	1088	3304	3216	3229	3256	3247	3264	3250	3328	3210	3181	110	1183	3200	3072	3183	000	000	0	0	000	
1089	1089	3303	3216	3229	3256	3248	3264	3250	3328	3210	3181	110	1183	3200	3072	3184	000	000	0	0	000	
1090	1090	3304	3216	3229	3256	3248	3265	3250	3328	3212	3181	111	1184	3200	3072	3184	000	000	0	0	000	
1091	1091	3303	3217	3229	3256	3249	3267	3250	3328	3211	3181	111	1183	3200	3072	3184	000	000	0	0	000	
1092	1092	3303	3217	3229	3257	3248	3265	3250	3328	3210	3181	110	1183	3200	3072	3184	000	000	0	0	000	
1093	1093	3304	3216	3230	3257	3247	3264	3250	3328	3212	3181	110	1183	3200	3072	3184	000	000	0	0	000	
1094	1094	3304	3216	3229	3257	3248	3265	3251	3328	3211	3181	110	1183	3200	3072	3184	000	000	0	0	000	
1095	1095	3304	3216	3229	3257	3248	3264	3251	3329	3210	3181	46	1183	3200	3072	3184	000	000	0	0	000	
1096	1096	3303	3216	3228	3256	3249	3264	3250	3327	3210	3181	46	1184	3200	3072	3183	000	000	0	0	000	
1097	1097	3303	3216	3229	3256	3248	3264	3251	3328	3211	3181	46	1183	3200	3072	3184	000	000	0	0	000	
1098	1098	3303	3216	3229	3256	3248	3264	3250	3328	3212	3181	110	1183	3200	3072	3183	000	000	0	0	000	
1099	1099	3303	3216	3229	3256	3247	3264	3250	3327	3210	3181	47	1183	3200	3072	3183	000	000	0	0	000	
1100	1100	3303	3216	3229	3256	3247	3264	3251	3328	3210	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1101	1101	3303	3217	3229	3256	3248	3264	3254	3327	3212	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1102	1102	3303	3216	3229	3256	3248	3264	3251	3327	3211	3181	110	1183	3200	3072	3185	000	000	0	0	000	
1103	1103	3304	3217	3230	3258	3248	3264	3251	3328	3211	3181	111	1183	3200	3072	3184	000	000	0	0	000	
1104	1104	3303	3216	3229	3257	3249	3264	3251	3328	3212	3181	110	1183	3200	3072	3185	000	000	0	0	000	
1105	1105	3304	3217	3230	3257	3248	3265	3251	3328	3211	3182	111	1184	3200	3072	3184	000	000	0	0	000	
1106	1106	3304	3216	3229	3256	3248	3264	3250	3328	3211	3182	110	1183	3200	3072	3183	000	000	0	0	000	
1107	1107	3304	3216	3229	3256	3249	3264	3251	3328	3212	3182	111	1183	3200	3072	3183	000	000	0	0	000	
1108	1108	3304	3216	3229	3256	3248	3264	3251	3328	3210	3183	111	1184	3200	3072	3183	000	000	0	0	000	
1109	1109	3304	3216	3229	3256	3247	3264	3250	3328	3211	3181	110	1182	3200	3072	3183	000	000	0	0	000	
1110	1110	3303	3216	3229	3256	3247	3264	3250	3327	3211	3181	110	1183	3200	3072	3183	000	000	0	0	000	
1111	1111	3304	3218	3229	3258	3248	3265	3255	3328	3211	3182	111	1184	3200	3072	3184	000	000	0	0	000	
1112	1112	3304	3216	3229	3257	3248	3264	3251	3329	3212	3181	47	1183	3200	3072	3184	000	000	0	0	000	
1113	1113	3303	3216	3229	3257	3248	3264	3250	3329	3211	3182	110	1183	3200	3072	3184	000	000	0	0	000	
1114	1114	3303	3216	3229	3257	3248	3264	3251	3328	3211	3182	111	1183	3200	3072	3184	000	000	0	0	000	
1115	1115	3303	3217	3229	3257	3248	3265	3251	3329	3212	3182	111	1183	3200	3072	3184	000	000	0	0	000	
1116	1116	3303	3217	3229	3256	3248	3265	3251	3328	3211	3182	48	1183	3200	3072	3184	000	000	0	0	000	
1117	1117	3303	3216	3230	3256	3248	3265	3250	3328	3211	3182	63	1183	3200	3072	3184	000	000	0	0	000	
1118	1118	3304	3218	3229	3256	3248	3265	3251	3328	3212	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1119	1119	3303	3216	3228	3256	3248	3264	3250	3327	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1120	1120	3303	3216	3229	3256	3248	3264	3251	3328	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1121	1121	3303	3216	3229	3256	3249	3264	3255	3328	3212	3182	1073	1183	3200	3072	3184	000	000	0	0	000	
1122	1122	3303	3216	3230	3256	3248	3264	3251	3327	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1123	1123	3303	3216	3229	3256	3249	3264	3250	3327	3211	3182	46	1183	3200	3072	3184	000	000	0	0	000	
1124	1124	3303	3216	3229	3256	3247	3264	3250	3327	3212	3181	46	1183	3200	3072	3184	000	000	0	0	000	
1125	1125	3303	3216	3229	3256	3248	3264	3251	3327	3211	3182	47	1183	3200	3072	3185	000	000	0	0	000	
1126	1126	3303	3216	3229	3256	3249	3264	3250	3327	3211	3183	46	1183	3200	3072	3184	000	000	0	0	000	
1127	1127	3303	3216	3228	3256	3247	3264	3251	3327	3210	3181	46	1183	3200	3072	3184	000	000	0	0	000	
1128	1128	3303	3216	3229	3256	3248	3265	3251	3327	3211	3182	1071	1183	3200	3072	3184	000	000	0	0	000	
1129	1129	3304	3217	3229	3256	3249	3264	3251	3327	3212	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1130	1130	3303	3217	3229	3256	3247	3264	3250	3327	3210	3181	46	1171	3200	3072	3183	000	000	0	0	000	
1131	1131	3303	3216	3229	3256	3248	3264	3250	3327	3210	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1132	1132	3303	3217	3228	3256	3247	3264	3250	3327	3211	3181	110	1183	3200	3072	3183	000	000	0	0	000	
1133	1133	3303	3216	3229	3257	3248	3265	3251	3329	3211	3183	111	1183	3200	3072	3184	000	000	0	0	000	
1134	1134	3303	3216	3228	3256	3248	3265	3251	3327	3210	3181	48	1183	3200	3072	3185	000	000	0	0	000	
1135	1135	3303	3218	3228	3256	3248	3264	3250	3327	3211	3181	47	1183	3200	3072	3184	000	000	0	0	000	
1136	1136	3304	3217	3229	3257	3248	3265	3251	3329	3211	3182	111	1185	3200	3072	3184	000	000	0	0	000	
1137	1137	3303	3217	3229	3257	3248	3265	3250	3329	3211	3182	111	1184	3200	3072	3184	000	000	0	0	000	
1138	1138	3303	3216	3228	3256	3248	3264	3250	3327	3211	3182	110	1183	3200	3072	3184	000	000	0	0	000	
1139	1139	3304	3216	3228	3257	3248	3264	3250	3312	3212	3182	1073	1183	3200	3072	3184	000	000	0	0	000	
1140	1140	3303	3216	3228	3256	3247	3264	3250	3327	3212	3181	46	1183	3200	3072	3184	000	000	0	0	000	
1141	1141	3304	3216	3228	3256	3247	3264	3250	3327	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1142	1142	3304	3217	3229	3257	3249	3265	3254	3328	3211	3182	47	1184	3200	3072	3184	000	000	0	0	000	
1143	1143	3303	3216	3228	3256	3247	3264	3250	3327	3212	3181	46	1184	3200	3072	3183	000	000	0	0	000	
1144	1144	3303	3217	3228	3257	3249	3264	3250	3327	3210	3182	48	1183	3200	3072	3183	000	000	0	0	000	
1145	1145	3304	3216	3229	3257	3248	3265	3251	3327	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1146	1146	3303	3217	3228	3257	3248	3264	3250	3327	3211	3182	46	1183	3200	3072	3183	000	000	0	0	000	
1147	1147	3303	3216	3229	3258	3248	3265	3251	3328	3215	3182	111	1183	3200	3072	3184	000	000	0	0	000	
1148	1148	3303	3216	3229	3258	3248	3264	3251	3327	3211	3182	111	1183	3200	3072	3184	000	000	0	0	000	
1149	1149	3303	3216	3228	3256	3248	3264	3250	3312	3211	3182	110	1183	3200	3072	3183	000	000	0	0	000	
1150	1150	3304	3216	3229	3258	3248	3265	3251	3328	3212	3182	110	1183	3200	3072	3185	000	000	0	0	000	
1151	1151	3304	3216	3229	3257	3248	3265	3251	3072	3212	3183	1073	1183	3200	3072	3185	000	000	0	0	000	
1152	1152	3304	3216	3229	3257	3248	3265	3250	3329	3212	3182	46	1183	3200	3072	3183	000	000	0	0	000	
1153	1153	3304	3217	3229	3257	3248	3265	3250	3328	3212	3182	47	1185	3200	3072	3185	000	000	0	0	000	
1154	1154	3304	3216	3228	3256	3247	3264	3250	3328	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1155	1155	3303	3216	3228	3256	3248	3264	3250	3328	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1156	1156	3304	3216	3229	3257	3248	3265	3250	3328	3210	3183	47	1183	3200	3072	3184	000	000	0	0	000	
1157	1157	3303	3216	3228	3256	3249	3264	3250	3329	3212	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1158	1158	3304	3216	3229	3257	3248	3265	3250	3328	3211	3182	48	1183	3200	3072	3185	000	000	0	0	000	
1159	1159	3304	3217	3229	3257	3248	3265	3250	3328	3212	3183	47	1183	3200	3072	3184	000	000	0	0	000	
1160	1160	3303	3216	3228	3256	3248	3264	3250	3328	3211	3181	46	1182	3200	3072	3183	000	000	0	0	000	
1161	1161	3303	3216	3229	3257	3248	3265	3250	3329	3210	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1162	1162	3304	3217	3229	3257	3248	3265	3251	3328	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1163	1163	3303	3216	3229	3256	3248	3265	3250	3327	3212	3183	111	1183	3200	3072	3184	000	000	0	0	000	
1164	1164	3303	3217	3229	3257	3248	3264	3251	3329	3211	3182	48	1183	3200	3072	3184	000	000	0	0	000	
1165	1165	3304	3217	3229	3257	3248	3265	3251	3328	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1166	1166	3303	3216	3229	3257	3249	3264	3250	3328	3213	3182	46	1183	3200	3072	3184	000	000	0	0	000	
1167	1167	3304	3216	3229	3257	3249	3264	3250	3328	3210	3181	47	1183	3200	3072	3183	000	000	0	0	000	
1168	1168	3304	3217	3229	3257	3248	3265	3251	3328	3210	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1169	1169	3304	3217	3229	3257	3248	3265	3255	3328	3212	3183	47	1184	3200	3072	3184	000	000	0	0	000	
1170	1170	3303	3217	3229	3257	3248	3267	3250	3328	3211	3182	46	1183	3200	3072	3183	000	000	0	0	000	
1171	1171	3304	3217	3229	3257	3248	3265	3251	3328	3211	3183	47	1184	3200	3072	3184	000	000	0	0	000	
1172	1172	3303	3216	3229	3256	3248	3264	3250	3329	3210	3182	46	1183	3200	3072	3183	000	000	0	0	000	
1173	1173	3304	3217	3229	3257	3249	3265	3251	3328	3212	3182	47	1184	3200	3072	3184	000	000	0	0	000	
1174	1174	3303	3216	3229	3257	3248	3264	3250	3328	3211	3181	46	1183	3200	3072	3184	000	000	0	0	000	
1175	1175	3304	3216	3229	3257	3248	3265	3254	3328	3211	3182	111	1184	3200	3072	3184	000	000	0	0	000	
1176	1176	3304	3216	3229	3257	3248	3265	3251	3328	3211	3182	111	1183	3200	3072	3184	000	000	0	0	000	
1177	1177	3303	3216	3229	3256	3247	3264	3250	3327	3211	3181	110	1183	3200	3072	3183	000	000	0	0	000	
1178	1178	3303	3217	3229	3257	3248	3265	3251	3328	3211	3182	111	1184	3200	3072	3184	000	000	0	0	000	
1179	1179	3303	3217	3229	3256	3248	3265	3250	3328	3211	3182	63	1183	3200	3072	3185	000	000	0	0	000	
1180	1180	3303	3216	3230	3256	3248	3264	3250	3327	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1181	1181	3303	3216	3229	3256	3248	3267	3251	3327	3210	3183	47	1183	3200	3072	3184	000	000	0	0	000	
1182	1182	3304	3216	3229	3257	3248	3265	3251	3328	3211	3182	51	1184	3200	3072	3184	000	000	0	0	000	
1183	1183	3303	3216	3229	3257	3248	3265	3251	3328	3211	3183	47	1183	3200	3072	3185	000	000	0	0	000	
1184	1184	3303	3216	3229	3256	3248	3266	3251	3327	3210	3183	110	1183	3200	3072	3185	000	000	0	0	000	
1185	1185	3303	3216	3229	3258	3248	3264	3251	3329	3211	3182	110	1183	3200	3072	3184	000	000	0	0	000	
1186	1186	3304	3217	3229	3257	3248	3265	3251	3328	3211	3182	111	1185	3200	3072	3184	000	000	0	0	000	
1187	1187	3304	3216	3229	3257	3248	3265	3251	3328	3211	3182	111	1185	3200	3072	3184	000	000	0	0	000	
1188	1188	3303	3216	3229	3257	3248	3265	3254	3328	3212	3183	111	1185	3200	3072	3184	000	000	0	0	000	
1189	1189	3304	3216	3229	3257	3249	3265	3251	3328	3211	3182	111	1184	3200	3072	3184	000	000	0	0	000	
1190	1190	3303	3216	3229	3257	3248	3264	3250	3327	3211	3182	110	1183	3200	3072	3183	000	000	0	0	000	
1191	1191	3303	3217	3229	3257	3248	3264	3250	3327	3212	3183	110	1183	3200	3072	3184	000	000	0	0	000	
1192	1192	3304	3216	3229	3257	3248	3265	3250	3329	3211	3183	48	1185	3200	3072	3184	000	000	0	0	000	
1193	1193	3304	3217	3229	3257	3248	3265	3251	3072	3211	3182	47	1184	3200	3072	3185	000	000	0	0	000	
1194	1194	3303	3217	3229	3256	3248	3264	3250	3327	3212	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1195	1195	3304	3217	3229	3257	3248	3265	3251	3328	3211	3182	47	1184	3200	3072	3184	000	000	0	0	000	
1196	1196	3304	3216	3229	3257	3248	3265	3251	3328	3210	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1197	1197	3304	3217	3230	3257	3248	3265	3251	3328	3212	3182	111	1184	3200	3072	3185	000	000	0	0	000	
1198	1198	3304	3216	3229	3257	3249	3265	3250	3329	3211	3181	110	1184	3200	3072	3184	000	000	0	0	000	
1199	1199	3304	3216	3229	3257	3248	3265	3250	3327	3211	3181	110	1184	3200	3072	3184	000	000	0	0	000	
1200	1200	3304	3217	3229	3257	3249	3265	3251	3328	3212	3182	111	1184	3200	3072	3184	000	000	0	0	000	
1201	1201	3304	3217	3230	3257	3248	3265	3251	3328	3211	3182	111	1184	3200	3072	3184	000	000	0	0	000	
1202	1202	3304	3217	3229	3257	3248	3265	3250	3328	3212	3183	46	1184	3200	3072	3184	000	000	0	0	000	
1203	1203	3304	3216	3229	3257	3248	3267	3250	3327	3211	3182	47	1184	3200	3072	3184	000	000	0	0	000	
1204	1204	3304	3217	3229	3257	3248	3265	3251	3327	3211	3182	47	1184	3200	3072	3184	000	000	0	0	000	
1205	1205	3304	3217	3229	3256	3249	3264	3250	3327	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1206	1206	3304	3217	3229	3258	3248	3267	3250	3328	3211	3183	47	1183	3200	3072	3184	000	000	0	0	000	
1207	1207	3304	3216	3229	3257	3249	3264	3250	3327	3210	3182	47	1183	3200	3072	3183	000	000	0	0	000	
1208	1208	3303	3217	3229	3256	3248	3264	3250	3327	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1209	1209	3304	3216	3229	3257	3248	3265	3250	3328	3212	3181	47	1183	3200	3072	3184	000	000	0	0	000	
1210	1210	3304	3216	3228	3256	3248	3264	3250	3327	3210	3181	47	1183	3200	3072	3183	000	000	0	0	000	
1211	1211	3303	3217	3229	3256	3247	3265	3250	3327	3211	3181	47	1183	3200	3072	3185	000	000	0	0	000	
1212	1212	3304	3216	3229	3257	3248	3265	3250	3328	3211	3182	47	1184	3200	3072	3184	000	000	0	0	000	
1213	1213	3304	3216	3229	3256	3248	3265	3250	3327	3211	3181	1075	1183	3200	3072	3183	000	000	0	0	000	
1214	1214	3303	3216	3228	3256	3247	3264	3250	3327	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1215	1215	3304	3217	3229	3257	3249	3265	3251	3328	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1216	1216	3303	3216	3229	3256	3249	3264	3250	3327	3210	3181	46	1183	3200	3072	3184	000	000	0	0	000	
1217	1217	3304	3216	3229	3257	3248	3265	3250	3327	3211	3181	47	1183	3200	3072	3184	000	000	0	0	000	
1218	1218	3304	3216	3229	3257	3248	3267	3250	3328	3211	3182	47	1183	3200	3072	3185	000	000	0	0	000	
1219	1219	3304	3217	3229	3258	3248	3265	3251	3327	3212	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1220	1220	3304	3217	3229	3257	3249	3265	3255	3329	3213	3182	47	1184	3200	3072	3184	000	000	0	0	000	
1221	1221	3304	3216	3229	3257	3248	3264	3250	3327	3211	3183	111	1184	3200	3072	3183	000	000	0	0	000	
1222	1222	3304	3217	3229	3257	3248	3264	3250	3327	3212	3182	110	1183	3200	3072	3183	000	000	0	0	000	
1223	1223	3304	3216	3229	3257	3248	3265	3250	3328	3211	3183	110	1183	3200	3072	3183	000	000	0	0	000	
1224	1224	3304	3216	3229	3257	3249	3265	3250	3327	3211	3182	111	1183	3200	3072	3183	000	000	0	0	000	
1225	1225	3303	3217	3229	3257	3247	3264	3250	3327	3212	3182	111	1183	3200	3072	3183	000	000	0	0	000	
1226	1226	3304	3216	3229	3257	3249	3265	3250	3328	3211	3183	111	1183	3200	3072	3183	000	000	0	0	000	
1227	1227	3304	3217	3229	3257	3248	3264	3250	3329	3211	3183	111	1183	3200	3072	3183	000	000	0	0	000	
1228	1228	3304	3217	3229	3257	3248	3264	3250	3328	3213	3182	111	1183	3200	3072	3184	000	000	0	0	000	
1229	1229	3304	3217	3229	3257	3248	3264	3250	3328	3210	3181	1075	1183	3200	3072	3184	000	000	0	0	000	
1230	1230	3304	3216	3230	3257	3248	3264	3250	3327	3211	3182	1071	1183	3200	3072	3184	000	000	0	0	000	
1231	1231	3304	3216	3229	3257	3248	3264	3250	3327	3211	3182	47	1183	3200	3072	3183	000	000	0	0	000	
1232	1232	3304	3216	3229	3256	3248	3264	3250	3312	3211	3182	48	1183	3200	3072	3184	000	000	0	0	000	
1233	1233	3304	3216	3229	3256	3248	3264	3250	3328	3212	3181	47	1183	3200	3072	3184	000	000	0	0	000	
1234	1234	3304	3216	3229	3256	3248	3265	3250	3328	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1235	1235	3304	3217	3229	3256	3248	3265	3250	3328	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1236	1236	3304	3217	3229	3256	3249	3264	3250	3327	3212	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1237	1237	3303	3216	3229	3256	3248	3264	3250	3327	3211	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1238	1238	3304	3216	3229	3256	3248	3267	3250	3327	3211	3181	47	1183	3200	3072	3183	000	000	0	0	000	
1239	1239	3303	3217	3229	3257	3249	3264	3250	3327	3212	3181	47	1183	3200	3072	3183	000	000	0	0	000	
1240	1240	3304	3216	3229	3259	3248	3264	3250	3328	3215	3183	46	1183	3200	3072	3183	000	000	0	0	000	
1241	1241	3304	3217	3229	3257	3248	3266	3251	3328	3212	3182	47	1184	3200	3072	3184	000	000	0	0	000	
1242	1242	3304	3217	3229	3257	3248	3265	3251	3328	3212	3182	1087	1183	3200	3072	3184	000	000	0	0	000	
1243	1243	3304	3217	3229	3256	3248	3265	3250	3327	3212	3182	47	1183	3200	3072	3183	000	000	0	0	000	
1244	1244	3304	3217	3229	3256	3248	3264	3250	3327	3210	3182	47	1183	3200	3072	3183	000	000	0	0	000	
1245	1245	3304	3217	3229	3256	3248	3264	3250	3327	3212	3181	46	1183	3200	3072	3183	000	000	0	0	000	
1246	1246	3304	3217	3229	3256	3248	3265	3251	3328	3211	3182	1072	1183	3200	3072	3183	000	000	0	0	000	
1247	1247	3304	3217	3229	3256	3248	3266	3251	3072	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1248	1248	3304	3217	3229	3256	3248	3265	3251	3328	3211	3183	47	1183	3200	3072	3184	000	000	0	0	000	
1249	1249	3304	3217	3229	3257	3248	3266	3251	3328	3211	3182	47	1183	3200	3072	3184	000	000	0	0	000	
1250	1250	3304	3218	3229	3257	3248	3264	3250	3328	3212	3183	47	1183	3200	3072	3183	000	000	0	0	000	
