Sample in Buffer	Sample in Window	counter17	counter16	counter15	counter14	counter13	counter12	counter11	counter10	counter9	counter8	counter7	counter6	counter5	counter4	counter3	counter2	counter1	pufout	mux1_out	clockcounter_out
3870	3870	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8A	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3871	3871	CE8	C91	C9E	CB9	CB0	CC0	CB3	D03	C8D	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3872	3872	CE8	C90	C9E	CB9	CB0	CC0	CB3	D01	C8B	C6D	06F	4A1	C80	C00	C6F	000	000	0	0	000	
3873	3873	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8A	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3874	3874	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3875	3875	CE7	C90	C9D	CB9	CB0	CC0	CB3	D00	C8C	C6D	06E	49F	C80	C00	C6E	000	000	0	0	000	
3876	3876	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3877	3877	CE7	C90	C9D	CB9	CB0	CBF	CB3	D00	C8A	C6D	06E	49F	C80	C00	C6E	000	000	0	0	000	
3878	3878	CE7	C90	C9F	CB9	CB0	CC0	CB3	D00	C8B	C6D	06E	49F	C80	C00	C6E	000	000	0	0	000	
3879	3879	CE8	C91	C9E	CB9	CB0	CC0	CB3	D01	C8C	C6F	030	4A0	C80	C00	C6F	000	000	0	0	000	
3880	3880	CE8	C91	C9F	CB9	CB0	CC1	CB4	D01	C8C	C6E	02F	4A0	C80	C00	C6F	000	000	0	0	000	
3881	3881	CE8	C90	C9E	CB9	CB0	CC0	CB4	D00	C8B	C6E	433	4A1	C80	C00	C6F	000	000	0	0	000	
3882	3882	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6D	02F	4A0	C80	C00	C6F	000	000	0	0	000	
3883	3883	CE8	C91	C9E	CB9	CB0	CC0	CB4	D02	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3884	3884	CE8	C90	C9E	CB9	CB0	CC0	CB4	D01	C8C	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3885	3885	CE8	C91	C9E	CB9	CB0	CC0	CB4	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3886	3886	CE8	C90	C9E	CB9	CB0	CC0	CB4	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3887	3887	CE7	C90	C9E	CB9	CAF	CC0	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3888	3888	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	06F	4A1	C80	C00	C6F	000	000	0	0	000	
3889	3889	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	430	4A0	C90	C00	C6F	000	000	0	0	000	
3890	3890	CE7	C90	C9D	CB9	CB0	CC0	CB3	D00	C8A	C6D	02E	49F	C80	C00	C6F	000	000	0	0	000	
3891	3891	CE8	C90	C9E	CB9	CB1	CC0	CB3	D00	C8C	C6E	02F	49F	C80	C00	C6F	000	000	0	0	000	
3892	3892	CE8	C90	C9E	CB9	CB0	CC0	CB4	D01	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3893	3893	CE7	C90	C9E	CB9	CAF	CC0	CB3	D00	C8B	C6D	06E	49F	C80	C00	C6F	000	000	0	0	000	
3894	3894	CE7	C91	C9E	CB9	CB1	CC0	CB4	D00	C8B	C6E	06F	4A0	C80	C00	C71	000	000	0	0	000	
3895	3895	CE8	C90	C9E	CB9	CB0	CC0	CB4	D00	C8A	C6D	06F	4A1	C80	C00	C6F	000	000	0	0	000	
3896	3896	CE7	C90	C9E	CB9	CAF	CC0	CB3	D00	C8B	C6D	06E	49F	C80	C00	C6F	000	000	0	0	000	
3897	3897	CE8	C90	C9E	CB9	CB0	CC0	CB3	D03	C8B	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
3898	3898	CE7	C90	C9F	CB9	CB1	CC0	CB3	D00	C8C	C6D	06E	4A0	C80	C00	C6F	000	000	0	0	000	
3899	3899	CE8	C91	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6D	06E	4A0	C80	C00	C6F	000	000	0	0	000	
3900	3900	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	06E	4A0	C80	C00	C6F	000	000	0	0	000	
3901	3901	CE7	C90	C9E	CB9	CB0	CC0	CB6	D00	C8B	C6D	06E	4A0	C80	C00	C6F	000	000	0	0	000	
3902	3902	CE7	C91	C9F	CB9	CAF	CC0	CB3	D00	C8C	C6D	06E	4A0	C80	C00	C6F	000	000	0	0	000	
3903	3903	CE8	C90	C9E	CB9	CAF	CC0	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3904	3904	CE7	C90	C9E	CB9	CAF	CC0	CB3	D00	C8A	C6E	06E	4A0	C80	C00	C6F	000	000	0	0	000	
3905	3905	CE7	C91	C9D	CB8	CAF	CC0	CB3	D00	C8B	C6D	06E	49F	C80	C00	C6F	000	000	0	0	000	
3906	3906	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C70	000	000	0	0	000	
3907	3907	CE7	C90	C9E	CB9	CAF	CC0	CB3	D00	C8A	C6D	06E	49F	C80	C00	C6F	000	000	0	0	000	
3908	3908	CE8	C90	C9E	CB9	CB1	CC1	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3909	3909	CE8	C90	C9E	CB9	CB1	CC0	CB3	D00	C8A	C6D	06E	4A0	C80	C00	C6F	000	000	0	0	000	
3910	3910	CE8	C90	C9F	CB9	CAF	CC0	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3911	3911	CE7	C90	C9E	CB9	CB1	CC0	CB3	D00	C8B	C6D	430	49F	C80	C00	C6F	000	000	0	0	000	
3912	3912	CE7	C90	C9E	CB9	CB0	CC1	CB3	D00	C8A	C6D	06E	4A0	C80	C00	C6F	000	000	0	0	000	
3913	3913	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3914	3914	CE7	C90	C9E	CBA	CAF	CC0	CB3	D00	C8A	C6D	06E	4A0	C80	C00	C6F	000	000	0	0	000	
3915	3915	CE8	C91	C9E	CB9	CB0	CC3	CB3	D02	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3916	3916	CE8	C91	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6D	430	4A0	C80	C00	C7F	000	000	0	0	000	
3917	3917	CE8	C90	C9E	CB9	CB1	CC2	CB3	D01	C8B	C6E	02F	4A0	C80	C00	C6F	000	000	0	0	000	
3918	3918	CE7	C90	C9E	CB9	CB1	CC1	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3919	3919	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6D	06E	4A1	C80	C00	C6F	000	000	0	0	000	
3920	3920	CE7	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3921	3921	CE7	C90	C9D	CB9	CAF	CC0	CB3	D00	C8A	C6D	06E	49F	C80	C00	C6F	000	000	0	0	000	
3922	3922	CE8	C91	C9E	CB9	CB0	CC1	CB3	D03	C8B	C6D	06F	4A0	C80	C00	C70	000	000	0	0	000	
3923	3923	CE8	C92	C9E	CB9	CB0	CC2	CB3	D01	C8B	C6F	06F	4A0	C80	C00	C70	000	000	0	0	000	
3924	3924	CE7	C90	C9E	CB9	CAF	CC0	CB3	D01	C8B	C6D	030	4A0	C80	C00	C6F	000	000	0	0	000	
3925	3925	CE7	C90	C9E	CBA	CAF	CC0	CB7	D01	C8A	C6D	02F	4A0	C80	C00	C6F	000	000	0	0	000	
3926	3926	CE8	C90	C9E	CB9	CB0	CC1	CB3	D01	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
3927	3927	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3928	3928	CE8	C90	C9E	CB9	CB0	CC0	CB6	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3929	3929	CE8	C91	C9E	CB9	CB0	CC1	CB3	D01	C8B	C6E	06F	4A1	C80	C00	C6F	000	000	0	0	000	
3930	3930	CE8	C91	C9E	CB9	CB0	CC1	CB3	D01	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3931	3931	CE8	C91	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3932	3932	CE8	C90	C9E	CB9	CB0	CC0	CB3	D02	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
3933	3933	CE8	C91	C9E	CBA	CAF	CC0	CB2	D00	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3934	3934	CE8	C91	C9E	CB9	CB0	CC1	CB3	D01	C8B	C6E	06F	4A0	C80	C00	C71	000	000	0	0	000	
3935	3935	CE8	C91	C9E	CB9	CB0	CC2	CB3	D00	C8B	C6F	06F	4A1	C80	C00	C70	000	000	0	0	000	
3936	3936	CE8	C90	C9D	CB9	CB0	CC2	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3937	3937	CE8	C91	C9F	CB9	CB0	CC2	CB3	D01	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3938	3938	CE8	C90	C9E	CBA	CB0	CC0	CB2	D01	C8C	C6D	02F	4A0	C80	C00	C6F	000	000	0	0	000	
3939	3939	CE8	C91	C9E	CB9	CB0	CC1	CB3	D01	C8B	C6D	02F	4A0	C80	C00	C6F	000	000	0	0	000	
3940	3940	CE8	C90	C9D	CB9	CB0	CC0	CB3	D00	C8F	C6D	02F	4A0	C80	C00	C6F	000	000	0	0	000	
3941	3941	CE8	C91	C9D	CB9	CB0	CC0	CB3	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
3942	3942	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
3943	3943	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8A	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
3944	3944	CE7	C91	C9D	CB9	CB0	CC0	CB3	D00	C8B	C6D	02F	49F	C80	C00	C6E	000	000	0	0	000	
3945	3945	CE7	C90	C9E	CB9	CB0	CC0	CB6	D00	C8F	C6D	02F	49F	C80	C00	C70	000	000	0	0	000	
3946	3946	CE8	C91	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
3947	3947	CE7	C91	C9D	CB8	CB1	CC1	CB3	CF0	C8B	C6E	03F	49F	C80	C00	C6F	000	000	0	0	000	
3948	3948	CE8	C90	C9E	CB9	CB0	CC0	CB3	D01	C8C	C6D	02F	4A0	C80	C00	C6F	000	000	0	0	000	
3949	3949	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
3950	3950	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
3951	3951	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3952	3952	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3953	3953	CE7	C90	C9D	CB9	CB0	CC0	CB6	D00	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3954	3954	CE8	C90	C9E	CB9	CB0	CC2	CB3	D00	C8B	C6D	070	4A0	C80	C00	C70	000	000	0	0	000	
3955	3955	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3956	3956	CE7	C90	C9E	CB9	CB0	CC0	CB3	D01	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3957	3957	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3958	3958	CE8	C91	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3959	3959	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3960	3960	CE7	C90	C9E	CB9	CB0	CC0	CB2	D00	C8A	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3961	3961	CE7	C91	C9E	CB8	CB1	CC0	CB2	D01	C8C	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3962	3962	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3963	3963	CE8	C91	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
3964	3964	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3965	3965	CE8	C90	C9E	CB9	CB0	CC3	CB3	D00	C8A	C6D	430	4A0	C80	C00	C6F	000	000	0	0	000	
3966	3966	CE7	C90	C9E	CB8	CB1	CC0	CB3	D00	C8A	C6D	02E	4A0	C80	C00	C6F	000	000	0	0	000	
3967	3967	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3968	3968	CE8	C91	C9E	CB9	CB1	CC1	CB4	D00	C8A	C6E	06F	4A0	C80	C00	C71	000	000	0	0	000	
3969	3969	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3970	3970	CE8	C90	C9E	CB9	CB2	CC0	CB4	D00	C8F	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
3971	3971	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	4A1	C80	C00	C6F	000	000	0	0	000	
3972	3972	CE7	C90	C9D	CBA	CB1	CC0	CB2	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
3973	3973	CE8	C90	C9E	CB9	CB1	CC1	CB3	D00	C8A	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
3974	3974	CE8	C90	C9F	CBA	CB0	CC0	CB3	D00	C8C	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3975	3975	CE8	C90	C9E	CB9	CB2	CC0	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3976	3976	CE8	C90	C9E	CBA	CB0	CC0	CB3	D00	C8A	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3977	3977	CE8	C90	C9E	CBA	CB1	CC0	CB3	D00	C8A	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3978	3978	CE8	C90	C9E	CBA	CB0	CC1	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3979	3979	CE8	C90	C9E	CB9	CB1	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3980	3980	CE7	C90	C9D	CB8	CB1	CC0	CB3	CFF	C8A	C6D	06E	49F	C80	C00	C6E	000	000	0	0	000	
3981	3981	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6F	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3982	3982	CE8	C91	C9E	CB9	CB1	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3983	3983	CE7	C90	C9D	CB9	CB0	CC0	CB3	D00	C8A	C6E	030	4A1	C80	C00	C6F	000	000	0	0	000	
3984	3984	CE8	C91	C9E	CB9	CB1	CC1	CB3	D00	C8C	C6E	02F	4A0	C80	C00	C6F	000	000	0	0	000	
3985	3985	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8A	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3986	3986	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3987	3987	CE8	C91	C9E	CB9	CB1	CC1	CB3	D00	C8A	C6F	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3988	3988	CE8	C91	C9E	CB9	CB1	CC1	CB4	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3989	3989	CE7	C90	C9F	CB9	CB0	CC0	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3990	3990	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8A	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3991	3991	CE8	C90	C9E	CB9	CB2	CC0	CB4	D01	C8B	C6E	06F	4A0	C80	C00	C71	000	000	0	0	000	
3992	3992	CE7	C91	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3993	3993	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3994	3994	CE8	C90	C9F	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3995	3995	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
3996	3996	CE8	C91	C9E	CB9	CB0	CC1	CB3	D01	C8B	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
3997	3997	CE7	C90	C9E	CB9	CB1	CC0	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6E	000	000	0	0	000	
3998	3998	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	430	49F	C80	C00	C6F	000	000	0	0	000	
3999	3999	CE8	C92	C9E	CB9	CB0	CC0	CB4	D01	C8B	C6E	431	4A0	C80	C00	C6F	000	000	0	0	000	
4000	4000	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6F	46F	49F	C80	C00	C6F	000	000	0	0	000	
4001	4001	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
4002	4002	CE8	C90	C9E	CBA	CB0	CC1	CB4	D01	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4003	4003	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6D	030	4A0	C80	C00	C6F	000	000	0	0	000	
4004	4004	CE7	C90	C9E	CB9	CB1	CC1	CB3	D00	C8B	C6F	06F	4A1	C80	C00	C6F	000	000	0	0	000	
4005	4005	CE7	C90	C9E	CB8	CB0	CC0	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
4006	4006	CE8	C91	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4007	4007	CE8	C91	C9E	CB9	CB0	CC0	CB4	D01	C8B	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
4008	4008	CE7	C90	C9E	CB8	CB0	CC0	CB3	D00	C8A	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
4009	4009	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
4010	4010	CE8	C91	C9E	CB9	CB0	CC0	CB3	D01	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4011	4011	CE7	C90	C9E	CB9	CB0	CC0	CB2	D00	C8A	C6D	06F	49F	C80	C00	C70	000	000	0	0	000	
4012	4012	CE8	C90	C9E	CB9	CB0	CC0	CB4	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4013	4013	CE7	C91	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
4014	4014	CE8	C91	C9E	CB9	CB1	CC0	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4015	4015	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	4A1	C80	C00	C6F	000	000	0	0	000	
4016	4016	CE7	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4017	4017	CE7	C90	C9F	CB9	CB0	CC0	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4018	4018	CE8	C90	C9E	CB9	CB0	CC1	CB4	D00	C8B	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
4019	4019	CE8	C90	C9E	CB9	CB0	CC0	CB3	D00	C8C	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
4020	4020	CE8	C90	C9E	CB9	CB0	CC1	CB3	D00	C8C	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
4021	4021	CE7	C90	C9E	CB9	CB1	CC0	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4022	4022	CE7	C90	C9D	CB8	CAF	CC0	CB3	D00	C8F	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
4023	4023	CE7	C91	C9E	CB8	CB0	CC0	CB3	D00	C8C	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
4024	4024	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
4025	4025	CE7	C90	C9E	CB9	CAF	CC0	CB3	D00	C8B	C6F	430	4A1	C80	C00	C6F	000	000	0	0	000	
4026	4026	CE7	C90	C9E	CB8	CB0	CC0	CB3	D01	C8C	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
4027	4027	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8A	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4028	4028	CE8	C90	C9E	CB9	CB1	CC0	CB3	D00	C8C	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4029	4029	CE7	C90	C9D	CB8	CB1	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
4030	4030	CE7	C90	C9E	CB8	CAF	CC0	CB3	D01	C8A	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
4031	4031	CE7	C90	C9E	CB9	CB0	CC0	CB4	D01	C8C	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
4032	4032	CE7	C90	C9E	CB9	CB1	CC0	CB3	D00	C8A	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
4033	4033	CE8	C91	C9E	CB9	CB0	CC1	CB4	D01	C8A	C6E	030	49F	C80	C00	C70	000	000	0	0	000	
4034	4034	CE7	C91	C9D	CB8	CB0	CC0	CB3	D00	C8B	C6D	02F	49F	C80	C00	C6F	000	000	0	0	000	
4035	4035	CE8	C90	C9E	CB9	CB0	CC1	CB4	D01	C8A	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
4036	4036	CE7	C90	C9F	CB9	CB0	CC1	CB4	D01	C8A	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
4037	4037	CE7	C91	C9D	CB9	CB1	CC0	CB3	D00	C8B	C6F	06F	49F	C80	C00	C6F	000	000	0	0	000	
4038	4038	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C70	000	000	0	0	000	
4039	4039	CE7	C90	C9E	CB9	CB0	CC0	CB4	D00	C8A	C6E	06F	4A1	C80	C00	C70	000	000	0	0	000	
4040	4040	CE7	C90	C9E	CB8	CB0	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
4041	4041	CE7	C90	C9E	CB8	CB0	CC0	CB3	D00	C8A	C6E	06F	4A1	C80	C00	C6F	000	000	0	0	000	
4042	4042	CE7	C90	C9E	CB8	CB0	CC0	CB3	D00	C8A	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
4043	4043	CE7	C90	C9E	CB9	CB0	CC0	CB3	D01	C8D	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4044	4044	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8B	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
4045	4045	CE7	C90	C9E	CB9	CB0	CC0	CB4	D00	C8B	C6E	070	4A0	C80	C00	C6F	000	000	0	0	000	
4046	4046	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8A	C6E	06F	49F	C80	C00	C6F	000	000	0	0	000	
4047	4047	CE8	C91	C9E	CB9	CB1	CC0	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4048	4048	CE8	C90	C9E	CB8	CB0	CC0	CB3	D00	C8B	C6F	030	49F	C80	C00	C6F	000	000	0	0	000	
4049	4049	CE7	C90	C9E	CB8	CB0	CC0	CB3	D00	C8A	C6E	06F	4A0	C80	C00	C6F	000	000	0	0	000	
4050	4050	CE7	C90	C9E	CB8	CB0	CC0	CB3	D00	C8A	C6D	06E	4A0	C90	C00	C6F	000	000	0	0	000	
4051	4051	CE7	C90	C9E	CB8	CB0	CC0	CB3	D00	C8B	C6D	06F	4A1	C80	C00	C6F	000	000	0	0	000	
4052	4052	CE7	C90	C9E	CB9	CB0	CC1	CB3	D00	C8B	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
4053	4053	CE8	C91	C9E	CB9	CB0	CC2	CB5	D01	C8A	C6E	06F	4A0	C80	C00	C70	000	000	0	0	000	
4054	4054	CE7	C91	C9D	CB9	CB0	CC0	CB3	D00	C8B	C6D	06F	49F	C80	C00	C6F	000	000	0	0	000	
4055	4055	CE7	C90	C9E	CB9	CB0	CC0	CB3	D00	C8A	C6F	06F	49F	C80	C00	C70	000	000	0	0	000	
4056	4056	CE7	C90	C9D	CB9	CB1	CC0	CB3	D00	C8A	C6E	030	49F	C80	C00	C70	000	000	0	0	000	
4057	4057	CE7	C90	C9E	CBA	CAF	CC0	CB3	D00	C8C	C6F	430	49F	C80	C00	C6F	000	000	0	0	000	
4058	4058	CE7	C90	C9E	CB9	CB0	CC0	CB3	D01	C8B	C6E	430	4A0	C80	C00	C6F	000	000	0	0	000	
4059	4059	CE7	C90	C9D	CB8	CB0	CC0	CB2	D00	C8A	C6D	06E	49F	C80	C00	C6F	000	000	0	0	000	
4060	4060	CE7	C90	C9D	CB9	CB0	CC0	CB3	D00	C8F	C6E	431	49F	C80	C00	C6F	000	000	0	0	000	
4061	4061	CE8	C90	C9F	CB9	CB0	CC0	CB3	D00	C8B	C6E	02F	4A0	C80	C00	C6F	000	000	0	0	000	
4062	4062	CE7	C90	C9D	CBA	CB0	CC1	CB2	D00	C8B	C6D	02E	49F	C80	C00	C6F	000	000	0	0	000	
4063	4063	CE7	C90	C9D	CB9	CB0	CC0	CB3	D00	C8A	C6D	06E	4A0	C80	C00	C6F	000	000	0	0	000	
