Sample in Buffer	Sample in Window	counter14	counter13	counter12	counter11	counter10	counter9	counter8	counter7	counter6	counter5	counter4	counter3	counter2	counter1	counter0	pufout	mux1_out	clockcounter_out
2076	2076	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	000	
2077	2077	1	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	000	
2078	2078	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	000	
2079	2079	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	0	0	000	
2080	2080	1	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	000	
2081	2081	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	000	
2082	2082	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	000	
2083	2083	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	000	
2084	2084	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	000	
2085	2085	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	000	
2086	2086	1	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	000	
2087	2087	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	000	
2088	2088	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	000	
2089	2089	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2090	2090	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2091	2091	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2092	2092	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	0	0	000	
2093	2093	1	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	0	000	
2094	2094	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	000	
2095	2095	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2096	2096	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	000	
2097	2097	1	1	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	000	
2098	2098	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	0	0	000	
2099	2099	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	000	
2100	2100	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	000	
2101	2101	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	000	
2102	2102	0	1	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1	000	
2103	2103	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	1	000	
2104	2104	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	000	
2105	2105	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	000	
2106	2106	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	0	000	
2107	2107	0	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	000	
2108	2108	0	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	000	
2109	2109	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	000	
2110	2110	0	0	0	0	0	1	0	1	1	0	1	0	1	1	1	0	0	000	
2111	2111	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	000	
2112	2112	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	1	000	
2113	2113	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	000	
2114	2114	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	000	
2115	2115	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	000	
2116	2116	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	000	
2117	2117	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	000	
2118	2118	0	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	000	
2119	2119	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	000	
2120	2120	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	1	000	
2121	2121	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	0	1	000	
2122	2122	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	000	
2123	2123	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	000	
2124	2124	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	000	
2125	2125	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	000	
2126	2126	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	000	
2127	2127	0	1	0	1	1	1	0	1	1	0	1	1	1	0	1	0	0	000	
2128	2128	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	000	
2129	2129	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	000	
2130	2130	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	1	000	
2131	2131	1	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	000	
2132	2132	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	000	
2133	2133	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	0	0	000	
2134	2134	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	000	
2135	2135	1	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	000	
2136	2136	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	000	
2137	2137	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	000	
2138	2138	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	000	
2139	2139	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	000	
2140	2140	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	000	
2141	2141	0	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	0	000	
2142	2142	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	000	
2143	2143	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	000	
2144	2144	0	1	1	1	1	1	0	0	1	1	0	1	1	0	0	0	1	000	
2145	2145	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	1	000	
2146	2146	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	000	
2147	2147	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	000	
2148	2148	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	000	
2149	2149	1	1	0	1	1	0	1	1	1	0	1	0	0	0	1	0	0	000	
2150	2150	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	000	
2151	2151	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2152	2152	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	000	
2153	2153	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	000	
2154	2154	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	000	
2155	2155	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	000	
2156	2156	1	1	0	1	0	0	0	1	1	1	1	0	0	0	1	1	1	000	
2157	2157	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	000	
2158	2158	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	000	
2159	2159	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	000	
2160	2160	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	000	
2161	2161	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2162	2162	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	000	
2163	2163	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	000	
2164	2164	0	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	1	000	
2165	2165	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	000	
2166	2166	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	000	
2167	2167	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	000	
2168	2168	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	0	1	000	
2169	2169	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	000	
2170	2170	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2171	2171	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	000	
2172	2172	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	000	
2173	2173	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	000	
2174	2174	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	000	
2175	2175	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	000	
2176	2176	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2177	2177	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2178	2178	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	000	
2179	2179	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	000	
2180	2180	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	000	
2181	2181	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	000	
2182	2182	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	000	
2183	2183	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
2184	2184	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	000	
2185	2185	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
2186	2186	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2187	2187	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	000	
2188	2188	0	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	000	
2189	2189	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	000	
2190	2190	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	000	
2191	2191	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	000	
2192	2192	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	000	
2193	2193	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	000	
2194	2194	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	000	
2195	2195	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	000	
2196	2196	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	000	
2197	2197	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2198	2198	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	000	
2199	2199	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	000	
2200	2200	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	000	
2201	2201	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	000	
2202	2202	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	000	
2203	2203	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	000	
2204	2204	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	000	
2205	2205	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	1	000	
2206	2206	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	000	
2207	2207	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	000	
2208	2208	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	000	
2209	2209	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	000	
2210	2210	0	1	0	0	1	1	1	0	1	0	0	1	1	0	0	1	1	000	
2211	2211	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1	000	
2212	2212	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	1	000	
2213	2213	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	000	
2214	2214	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	000	
2215	2215	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	000	
2216	2216	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	000	
2217	2217	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	1	000	
2218	2218	0	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	000	
2219	2219	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	000	
2220	2220	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	000	
2221	2221	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	000	
2222	2222	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	1	000	
2223	2223	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	000	
2224	2224	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	0	1	000	
2225	2225	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	000	
2226	2226	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	000	
2227	2227	0	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	000	
2228	2228	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	0	000	
2229	2229	1	1	0	1	1	1	0	1	1	0	1	0	0	0	1	0	0	000	
2230	2230	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	1	000	
2231	2231	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	000	
2232	2232	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	000	
2233	2233	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	000	
2234	2234	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	000	
2235	2235	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	000	
2236	2236	0	0	0	1	0	0	0	1	1	0	1	1	0	0	1	0	0	000	
2237	2237	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	000	
2238	2238	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	000	
2239	2239	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	000	
2240	2240	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	000	
2241	2241	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	000	
2242	2242	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	000	
2243	2243	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	000	
2244	2244	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	1	000	
2245	2245	0	0	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	000	
2246	2246	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1	1	000	
2247	2247	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	000	
2248	2248	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	000	
2249	2249	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	000	
2250	2250	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	000	
2251	2251	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	000	
2252	2252	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	000	
2253	2253	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	000	
2254	2254	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	000	
2255	2255	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	000	
2256	2256	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	000	
2257	2257	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	000	
2258	2258	0	1	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	000	
2259	2259	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	000	
2260	2260	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2261	2261	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	000	
2262	2262	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	000	
2263	2263	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	1	000	
2264	2264	0	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	000	
2265	2265	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2266	2266	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	0	000	
2267	2267	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	000	
2268	2268	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	000	
2269	2269	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2270	2270	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
2271	2271	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	000	
2272	2272	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	0	000	
2273	2273	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	000	
2274	2274	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2275	2275	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	000	
2276	2276	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	0	0	000	
2277	2277	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	0	000	
2278	2278	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2279	2279	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	000	
2280	2280	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	000	
2281	2281	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2282	2282	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	000	
2283	2283	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	000	
2284	2284	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	000	
2285	2285	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	000	
2286	2286	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2287	2287	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2288	2288	0	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2289	2289	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	000	
2290	2290	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	000	
2291	2291	0	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	000	
2292	2292	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	000	
2293	2293	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	0	000	
2294	2294	0	1	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	000	
2295	2295	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	000	
2296	2296	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2297	2297	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2298	2298	0	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	000	
2299	2299	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2300	2300	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	000	
2301	2301	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	000	
2302	2302	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	000	
2303	2303	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2304	2304	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	000	
2305	2305	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	000	
2306	2306	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	000	
2307	2307	0	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	000	
2308	2308	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	000	
2309	2309	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	000	
2310	2310	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	000	
2311	2311	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	000	
2312	2312	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	000	
2313	2313	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	000	
2314	2314	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	000	
2315	2315	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	000	
2316	2316	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	000	
2317	2317	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	000	
2318	2318	0	1	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	000	
2319	2319	1	0	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	000	
2320	2320	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	000	
2321	2321	0	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	000	
2322	2322	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2323	2323	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	000	
2324	2324	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	000	
2325	2325	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
2326	2326	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	000	
2327	2327	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	000	
2328	2328	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	000	
2329	2329	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	000	
2330	2330	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	000	
2331	2331	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	000	
2332	2332	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	1	000	
2333	2333	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	000	
2334	2334	1	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	000	
2335	2335	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	000	
2336	2336	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	000	
2337	2337	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	000	
2338	2338	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	000	
2339	2339	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	000	
2340	2340	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	000	
2341	2341	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	000	
2342	2342	0	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	000	
2343	2343	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	000	
2344	2344	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	000	
2345	2345	1	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	000	
2346	2346	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	000	
2347	2347	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	1	000	
2348	2348	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	000	
2349	2349	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	000	
2350	2350	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	000	
2351	2351	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	000	
2352	2352	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	000	
2353	2353	0	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	000	
2354	2354	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	000	
2355	2355	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	000	
2356	2356	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	000	
2357	2357	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	000	
2358	2358	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	000	
2359	2359	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	000	
2360	2360	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	000	
2361	2361	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	000	
2362	2362	0	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	000	
2363	2363	0	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	000	
2364	2364	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	000	
2365	2365	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	000	
2366	2366	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	000	
2367	2367	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	0	1	000	
2368	2368	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	000	
2369	2369	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	000	
2370	2370	0	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	0	000	
2371	2371	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	000	
2372	2372	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	000	
2373	2373	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	000	
2374	2374	1	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	000	
2375	2375	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	000	
2376	2376	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1	1	000	
2377	2377	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	000	
2378	2378	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	000	
2379	2379	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	000	
2380	2380	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	0	000	
2381	2381	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	000	
2382	2382	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	000	
2383	2383	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	000	
2384	2384	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
2385	2385	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	000	
2386	2386	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	000	
2387	2387	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
2388	2388	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	000	
2389	2389	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	000	
2390	2390	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	000	
2391	2391	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	000	
2392	2392	1	0	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	000	
2393	2393	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	000	
2394	2394	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	000	
2395	2395	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	000	
2396	2396	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	000	
2397	2397	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	000	
2398	2398	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	000	
