Sample in Buffer	Sample in Window	counter14	counter13	counter12	counter11	counter10	counter9	counter8	counter7	counter6	counter5	counter4	counter3	counter2	counter1	counter0	pufout	mux1_out	clockcounter_out
6235	6235	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	000	
6236	6236	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	000	
6237	6237	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	000	
6238	6238	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	000	
6239	6239	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	000	
6240	6240	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	000	
6241	6241	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	000	
6242	6242	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	000	
6243	6243	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	000	
6244	6244	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	1	1	000	
6245	6245	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	000	
6246	6246	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	000	
6247	6247	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	000	
6248	6248	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	000	
6249	6249	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	000	
6250	6250	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	000	
6251	6251	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	000	
6252	6252	1	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	000	
6253	6253	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	000	
6254	6254	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	000	
6255	6255	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	000	
6256	6256	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	000	
6257	6257	1	0	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	000	
6258	6258	1	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	000	
6259	6259	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	000	
6260	6260	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	000	
6261	6261	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	000	
6262	6262	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	0	000	
6263	6263	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	0	000	
6264	6264	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	000	
6265	6265	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	000	
6266	6266	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	000	
6267	6267	0	1	1	0	0	0	1	1	1	0	1	0	1	0	1	0	1	000	
6268	6268	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	000	
6269	6269	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	000	
6270	6270	0	0	1	0	1	0	1	1	0	0	1	1	1	0	1	0	1	000	
6271	6271	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	1	000	
6272	6272	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	000	
6273	6273	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	000	
6274	6274	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	000	
6275	6275	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	000	
6276	6276	0	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	000	
6277	6277	0	1	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	000	
6278	6278	0	1	1	0	0	0	1	1	1	0	1	0	1	0	1	0	0	000	
6279	6279	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	000	
6280	6280	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	000	
6281	6281	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	000	
6282	6282	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	000	
6283	6283	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	0	000	
6284	6284	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	000	
6285	6285	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	000	
6286	6286	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	000	
6287	6287	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	000	
6288	6288	0	1	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0	000	
6289	6289	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	000	
6290	6290	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	000	
6291	6291	0	1	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	000	
6292	6292	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	000	
6293	6293	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	000	
6294	6294	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	000	
6295	6295	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	000	
6296	6296	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	000	
6297	6297	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	000	
6298	6298	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	000	
6299	6299	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	000	
6300	6300	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	000	
6301	6301	1	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	000	
6302	6302	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	000	
6303	6303	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	000	
6304	6304	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	000	
6305	6305	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	000	
6306	6306	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	000	
6307	6307	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	000	
6308	6308	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	0	000	
6309	6309	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	000	
6310	6310	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	000	
6311	6311	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	000	
6312	6312	0	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	000	
6313	6313	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	000	
6314	6314	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	000	
6315	6315	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	000	
6316	6316	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	000	
6317	6317	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	0	0	000	
6318	6318	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	000	
6319	6319	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	000	
6320	6320	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	000	
6321	6321	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	000	
6322	6322	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	000	
6323	6323	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	000	
6324	6324	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	000	
6325	6325	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	000	
6326	6326	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	000	
6327	6327	0	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	000	
6328	6328	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	000	
6329	6329	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	000	
6330	6330	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	000	
6331	6331	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	000	
6332	6332	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	0	000	
6333	6333	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	000	
6334	6334	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	000	
6335	6335	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	000	
6336	6336	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	000	
6337	6337	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	000	
6338	6338	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	000	
6339	6339	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	000	
6340	6340	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	000	
6341	6341	0	1	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	000	
6342	6342	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	000	
6343	6343	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	1	000	
6344	6344	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	1	000	
6345	6345	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	000	
6346	6346	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	000	
6347	6347	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	000	
6348	6348	0	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	000	
6349	6349	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	000	
6350	6350	1	0	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	000	
6351	6351	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	000	
6352	6352	0	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	000	
6353	6353	0	1	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	000	
6354	6354	0	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	000	
6355	6355	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	0	1	000	
6356	6356	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	000	
6357	6357	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	000	
6358	6358	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	000	
6359	6359	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	1	000	
6360	6360	0	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	000	
6361	6361	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	000	
6362	6362	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	000	
6363	6363	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	000	
6364	6364	1	0	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	000	
6365	6365	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	000	
6366	6366	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	000	
6367	6367	1	0	1	0	0	1	1	0	1	1	1	0	1	1	0	0	1	000	
6368	6368	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	000	
6369	6369	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	000	
6370	6370	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	000	
6371	6371	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	000	
6372	6372	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	000	
6373	6373	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	000	
6374	6374	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	000	
6375	6375	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	0	0	000	
6376	6376	0	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	000	
6377	6377	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	000	
6378	6378	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	000	
6379	6379	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	1	000	
6380	6380	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	000	
6381	6381	1	0	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	000	
6382	6382	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	000	
6383	6383	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	0	000	
6384	6384	0	0	1	1	0	1	0	0	1	1	1	0	1	1	0	0	0	000	
6385	6385	1	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	000	
6386	6386	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	000	
6387	6387	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	000	
6388	6388	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	000	
6389	6389	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	000	
6390	6390	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	0	0	000	
6391	6391	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	000	
6392	6392	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	000	
6393	6393	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	1	000	
6394	6394	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	000	
6395	6395	1	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	000	
6396	6396	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	000	
6397	6397	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	000	
6398	6398	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	000	
6399	6399	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	000	
6400	6400	0	0	1	0	1	0	1	0	1	1	1	0	0	1	0	0	0	000	
6401	6401	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	000	
6402	6402	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	000	
6403	6403	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	000	
6404	6404	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	000	
6405	6405	1	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	000	
6406	6406	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	000	
6407	6407	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	000	
6408	6408	1	0	1	0	1	0	1	0	0	0	1	0	1	1	1	0	0	000	
6409	6409	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	000	
6410	6410	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	000	
6411	6411	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	000	
6412	6412	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	000	
6413	6413	1	0	1	0	1	0	1	0	0	0	1	0	1	1	1	0	1	000	
6414	6414	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	000	
6415	6415	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	0	1	000	
6416	6416	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	000	
6417	6417	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	000	
6418	6418	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	000	
6419	6419	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	000	
6420	6420	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	000	
6421	6421	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	000	
6422	6422	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	000	
6423	6423	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	000	
6424	6424	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	000	
6425	6425	0	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	000	
6426	6426	0	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	000	
6427	6427	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	000	
6428	6428	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1	1	0	000	
6429	6429	1	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	0	000	
6430	6430	0	1	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	000	
6431	6431	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	000	
6432	6432	0	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	1	000	
6433	6433	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	000	
6434	6434	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	000	
6435	6435	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	000	
6436	6436	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	000	
6437	6437	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	1	000	
6438	6438	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	1	1	000	
6439	6439	0	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	1	000	
6440	6440	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	000	
6441	6441	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	000	
6442	6442	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	000	
6443	6443	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	000	
6444	6444	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	000	
6445	6445	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	0	0	000	
6446	6446	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	000	
6447	6447	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	000	
6448	6448	0	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	000	
6449	6449	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	000	
6450	6450	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	000	
6451	6451	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	000	
6452	6452	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	000	
6453	6453	0	1	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	000	
6454	6454	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	000	
6455	6455	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	000	
6456	6456	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	000	
6457	6457	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	000	
6458	6458	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	000	
6459	6459	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	000	
6460	6460	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	000	
6461	6461	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	000	
6462	6462	1	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	000	
6463	6463	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	0	0	000	
6464	6464	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	000	
6465	6465	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	000	
6466	6466	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	000	
6467	6467	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	000	
6468	6468	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	000	
6469	6469	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	1	000	
6470	6470	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	000	
6471	6471	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	000	
6472	6472	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	000	
6473	6473	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	000	
6474	6474	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	000	
6475	6475	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	000	
6476	6476	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	000	
6477	6477	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	000	
6478	6478	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	000	
6479	6479	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	0	000	
6480	6480	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	000	
6481	6481	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	000	
6482	6482	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	000	
6483	6483	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	000	
6484	6484	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	000	
6485	6485	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	000	
6486	6486	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	000	
6487	6487	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	000	
6488	6488	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	000	
6489	6489	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	0	000	
6490	6490	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	000	
6491	6491	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	000	
6492	6492	0	1	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	000	
6493	6493	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	000	
6494	6494	0	1	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	000	
6495	6495	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	000	
6496	6496	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	1	000	
6497	6497	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	000	
6498	6498	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	000	
6499	6499	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	000	
6500	6500	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	000	
6501	6501	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	000	
6502	6502	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	0	000	
6503	6503	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	1	000	
6504	6504	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	000	
6505	6505	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	000	
6506	6506	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	1	000	
6507	6507	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	000	
6508	6508	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	000	
6509	6509	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	000	
6510	6510	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	000	
6511	6511	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	1	000	
6512	6512	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	000	
6513	6513	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	000	
6514	6514	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	000	
6515	6515	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	000	
6516	6516	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	000	
6517	6517	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	000	
6518	6518	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	000	
6519	6519	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	000	
6520	6520	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	000	
6521	6521	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	000	
6522	6522	0	1	1	1	0	0	1	1	1	0	1	1	0	1	0	0	1	000	
6523	6523	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	000	
6524	6524	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	000	
6525	6525	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	000	
6526	6526	0	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	000	
6527	6527	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	000	
6528	6528	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	1	000	
6529	6529	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	000	
6530	6530	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	1	000	
6531	6531	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	000	
6532	6532	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	000	
6533	6533	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	000	
6534	6534	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	000	
6535	6535	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	000	
6536	6536	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	000	
6537	6537	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	000	
6538	6538	0	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	1	000	
6539	6539	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	000	
6540	6540	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	1	000	
6541	6541	0	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	000	
6542	6542	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	1	000	
6543	6543	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	000	
6544	6544	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	000	
6545	6545	0	0	1	1	0	0	0	1	1	0	1	1	1	1	0	0	1	000	
6546	6546	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	000	
6547	6547	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	000	
6548	6548	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	000	
6549	6549	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	000	
6550	6550	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	000	
6551	6551	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	000	
6552	6552	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	000	
6553	6553	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	1	000	
6554	6554	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	000	
6555	6555	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	1	1	000	
6556	6556	0	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	0	000	
6557	6557	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	000	
